X(m)	Y(m)	Z(m)	YAW(degree)	PITCH(degree)	ROLL(degree)	PixelVel(x)	PixelVel(y)
0	0	0	0	0	0	-0.05130709	-0.1331881
0	0	0	0	0	0	-0.1661551	0.003696987
0	0	0	0	0	0	0.02608236	0.000773112
0	0	0	0	0	0	-0.0273234	-0.1059774
0	0	0	0	0	0	-0.04722087	-0.04774984
0	0	0	0	0	0	0.03153483	0.09653727
0	0	0	0	0	0	-0.1432575	-0.03710938
0	0	0	0	0	0	0.08152344	-0.05798828
0	0	0	0	0	0	-0.06303479	0.05059524
0	0	0	0	0	0	0.0468972	0.03635476
0	0	0	0	0	0	0.01822917	-0.04638672
0	0	0	0	0	0	-0.0004679362	0.04931641
0	0	0	0	0	0	0.07575018	0.04791814
0	0	0	0	0	0	0.03410156	0.02279297
0	0	0	0	0	0	0.03105469	0.318418
0	0	0	0	0	0	-0.01641376	0.1073843
0	0	0	0	0	0	-0.05906394	-0.3324653
0	0	0	0	0	0	-0.0007421875	-0.02644531
0	0	0	0	0	0	-0.01164641	0.2761321
0	0	0	0	0	0	0.06234976	-0.08037861
0	0	0	0	0	0	0.02589925	-0.1328125
0	0	0	0	0	0	0.001037598	0.1361694
0	0	0	0	0	0	-0.03989046	0.007982337
0	0	0	0	0	0	-0.00788762	-0.2062049
0	0	0	0	0	0	0.0807787	0.05872113
0	0	0	0	0	0	-0.02360734	0.1342349
0	0	0	0	0	0	0.2767428	0.137639
0	0	0	0	0	0	0.7991797	0.6607617
0	0	0	0	0	0	0.3315805	0.2814378
0	0	0	0	0	0	-0.1009227	-0.1576307
0	0	0	0	0	0	0.1132464	-0.1986258
0	0	0	0	0	0	-0.2102614	-0.004601112
0	0	0	0	0	0	-0.04957031	-0.07470703
0	0	0	0	0	0	-0.1107701	-0.08614676
0	0	0	0	0	0	-0.02210937	-0.09984375
0	0	0	0	0	0	-0.06586371	0.0002531829
0	0	0	0	0	0	0.01349749	-0.07863072
0	0	0	0	0	0	-0.01757813	-0.04774693
0	0	0	0	0	0	-0.04867788	-0.1071214
0	0	0	0	0	0	0.08772225	-0.2041352
0	0	0	0	0	0	-0.01280382	-0.06470631
0	0	0	0	0	0	0.0202908	0.1601201
0	0	0	0	0	0	-0.05751256	0.04178292
0	0	0	0	0	0	0.06219952	-0.05279072
0	0	0	0	0	0	-0.0178125	0.1140234
0	0	0	0	0	0	0.01493779	0.07664207
0	0	0	0	0	0	-0.04282924	0.02997698
0	0	0	0	0	0	0.02077073	0.01200045
0	0	0	0	0	0	-0.02820763	0.1123047
0	0	0	0	0	0	-0.01128906	0.001757812
0	0	0	0	0	0	0.0234375	0.00401893
0	0	0	0	0	0	-0.01960359	0.0148112
0	0	0	0	0	0	0.00984375	0.01722656
0	0	0	0	0	0	0.01780349	-0.03061148
0	0	0	0	0	0	-0.002170139	0.0749783
0	0	0	0	0	0	-0.03484235	0.132673
0	0	0	0	0	0	0.0544997	-0.07964619
0	0	0	0	0	0	-0.01287616	-0.1187428
0	0	0	0	0	0	0.03290264	0.1117976
0	0	0	0	0	0	0.03138951	0.09106445
0	0	0	0	0	0	-0.01591435	-0.02567998
0	0	0	0	0	0	0.01746544	-0.06034029
0	0	0	0	0	0	-0.06625	0.06427734
0	0	0	0	0	0	-0.01746962	0.04777922
0	0	0	0	0	0	-0.1132813	-0.0008893694
0	0	0	0	0	0	-0.1759833	-0.1127425
0	0	0	0	0	0	-0.3435246	-0.2403471
0	0	0	0	0	0	-0.3909912	-0.2518311
0	0	0	0	0	0	0.09275391	-0.1016602
0	0	0	0	0	0	-0.1213942	-0.1931528
0	0	0	0	0	0	-0.0520338	-0.1247665
0	0	0	0	0	0	-0.09159712	-0.04378995
0	0	0	0	0	0	-0.09110884	0.1465732
0	0	0	0	0	0	0.1029663	0.4482625
0	0	0	0	0	0	-0.01428223	0.1616008
0	0	0	0	0	0	0.06615149	-0.05320143
0	0	0	0	0	0	0.0896875	0.2606641
0	0	0	0	0	0	-0.05835937	0.1803711
0	0	0	0	0	0	-0.01088686	-0.2242839
0	0	0	0	0	0	-0.03512137	-0.4756557
0	0	0	0	0	0	-0.05535156	-0.07923828
0	0	0	0	0	0	0.05436905	0.3762101
0	0	0	0	0	0	0.05369059	0.144633
0	0	0	0	0	0	0.006612142	-0.2976888
0	0	0	0	0	0	0.0004272461	-0.07938639
0	0	0	0	0	0	-0.01293945	0.1959025
0	0	0	0	0	0	-0.0003662109	-0.1888631
0	0	0	0	0	0	0.006144206	-0.2799683
0	0	0	0	0	0	-0.03727921	0.07508916
0	0	0	0	0	0	0.02332653	0.1659268
0	0	0	0	0	0	-0.05789317	-0.1454441
0	0	0	0	0	0	0.07804687	-0.03371094
0	0	0	0	0	0	0.01627604	0.1915923
0	0	0	0	0	0	-0.02031675	-0.1013077
0	0	0	0	0	0	0.0002663352	-0.2982733
0	0	0	0	0	0	-0.02075195	-0.005149148
0	0	0	0	0	0	0.02061396	0.1381411
0	0	0	0	0	0	0.02699498	-0.07059152
0	0	0	0	0	0	0.02532694	0.210704
0	0	0	0	0	0	-0.0005326705	0.4379661
0	0	0	0	0	0	-0.07846304	-0.07743014
0	0	0	0	0	0	-0.007181803	-0.2941488
0	0	0	0	0	0	-0.02237216	0.210427
0	0	0	0	0	0	0.02107747	0.08188883
0	0	0	0	0	0	0.01485189	-0.2830404
0	0	0	0	0	0	0.03241763	0.08833645
0	0	0	0	0	0	0.005390625	0.2633594
0	0	0	0	0	0	0.06929687	-0.1732227
0	0	0	0	0	0	-0.08009847	-0.224467
0	0	0	0	0	0	-0.004794034	0.1571378
0	0	0	0	0	0	0.01853434	0.1809896
0	0	0	0	0	0	-0.07179687	-0.2139062
0	0	0	0	0	0	0.09883627	-0.05751546
0	0	0	0	0	0	-0.04227702	0.1874593
0	0	0	0	0	0	0.08176491	-0.07737038
0	0	0	0	0	0	-0.0900472	-0.2221883
0	0	0	0	0	0	0.06359375	0.192832
0	0	0	0	0	0	-0.03719429	0.07022758
0	0	0	0	0	0	-0.03335173	-0.2393003
0	0	0	0	0	0	-0.03121244	-0.06783354
0	0	0	0	0	0	0.03111683	0.2545055
0	0	0	0	0	0	0.05511475	-0.008504231
0	0	0	0	0	0	0.05584717	-0.206604
0	0	0	0	0	0	0.0788468	0.111413
0	0	0	0	0	0	0.04278564	0.5640869
0	0	0	0	0	0	-0.02039931	-0.4036639
0	0	0	0	0	0	-0.116862	-0.581543
0	0	0	0	0	0	0.001146399	0.1777768
0	0	0	0	0	0	-0.04018767	0.4335513
0	0	0	0	0	0	0.05953275	-0.2332858
0	0	0	0	0	0	-0.04367188	-0.09361328
0	0	0	0	0	0	0.0419478	0.2128684
0	0	0	0	0	0	0.0006368886	0.1368249
0	0	0	0	0	0	0.01029637	-0.1235988
0	0	0	0	0	0	-0.05033543	0.03097402
0	0	0	0	0	0	0.03265116	0.08007813
0	0	0	0	0	0	0.03080241	-0.09503174
0	0	0	0	0	0	-0.0263035	-0.1196714
0	0	0	0	0	0	0.019375	0.01542969
0	0	0	0	0	0	-0.02027429	0.07861328
0	0	0	0	0	0	-0.04489746	-0.1527588
0	0	0	0	0	0	0.03144531	0.0468164
0	0	0	0	0	0	0.006569602	0.1442871
0	0	0	0	0	0	0.04101563	-0.0756392
0	0	0	0	0	0	0.8298456	0.8397973
0	0	0	0	0	0	0.4856047	0.269911
0	0	0	0	0	0	-0.8337674	-0.5787761
0	0	0	0	0	0	0.4389038	0.08846029
0	0	0	0	0	0	0.6878515	1.013984
0	0	0	0	0	0	-0.9570638	-0.9392253
0	0	0	0	0	0	-0.3931791	-0.7681603
0	0	0	0	0	0	1.743297	1.245384
0	0	0	0	0	0	-0.6392728	0.6781288
0	0	0	0	0	0	-0.6485677	-1.283268
0	0	0	0	0	0	-0.2412458	-0.8737096
0	0	0	0	0	0	-0.5207298	1.003152
0	0	0	0	0	0	0.1865438	0.1126302
0	0	0	0	0	0	-0.1087963	-0.8950376
0	0	0	0	0	0	0.08478516	0.09621093
0	0	0	0	0	0	-0.01214045	0.6740944
0	0	0	0	0	0	0.01791617	-0.3463792
0	0	0	0	0	0	0.12125	-0.06054688
0	0	0	0	0	0	0.005859375	-0.05080078
0	0	0	0	0	0	-0.09155273	-0.4726156
0	0	0	0	0	0	-0.1010742	-0.3418376
0	0	0	0	0	0	-0.03257813	0.3931445
0	0	0	0	0	0	0.05945313	-0.01798828
0	0	0	0	0	0	-0.005820313	-0.3651758
0	0	0	0	0	0	0.124349	0.4726766
0	0	0	0	0	0	0.0201305	0.4319735
0	0	0	0	0	0	-0.1627855	-1.194899
0	0	0	0	0	0	-0.2518029	-0.375
0	0	0	0	0	0	0.05952381	1.058594
0	0	0	0	0	0	0.2224652	0.7211065
0	0	0	0	0	0	-0.03139649	-0.7008057
0	0	0	0	0	0	0.09549386	0.1318127
0	0	0	0	0	0	0.03438528	0.8646176
0	0	0	0	0	0	0.04462891	-0.1926025
0	0	0	0	0	0	-0.06091309	-0.5713867
0	0	0	0	0	0	0.06535645	0.3989746
0	0	0	0	0	0	-0.01665296	0.4166067
0	0	0	0	0	0	0.03662109	-0.5726563
0	0	0	0	0	0	-0.01694336	-0.04885254
0	0	0	0	0	0	-0.04905942	0.6082699
0	0	0	0	0	0	0.111499	-0.1621338
0	0	0	0	0	0	0.07368164	-2.17373
0	0	0	0	0	0	-0.02019942	-1.240851
0	0	0	0	0	0	0.3652344	1.589998
0	0	0	0	0	0	-0.1426038	1.240054
0	0	0	0	0	0	-0.5942897	-1.86526
0	0	0	0	0	0	0.007006836	-1.803638
0	0	0	0	0	0	-0.1436061	0.326506
0	0	0	0	0	0	-0.008891858	-0.1964689
0	0	0	0	0	0	-0.1201746	-0.7574391
0	0	0	0	0	0	-0.1182412	-0.1321443
0	0	0	0	0	0	0.1316349	0.1096048
0	0	0	0	0	0	-0.1476237	-0.1653646
0	0	0	0	0	0	-0.0349565	-0.3718262
0	0	0	0	0	0	-0.05117653	0.1032599
0	0	0	0	0	0	-0.03300781	0.2983154
0	0	0	0	0	0	0.01692708	-0.07803199
0	0	0	0	0	0	-0.008789063	0.2005906
0	0	0	0	0	0	0.02619629	1.021851
0	0	0	0	0	0	0.06872559	1.13479
0	0	0	0	0	0	0.0978782	0.4549228
0	0	0	0	0	0	0.002685547	0.169165
0	0	0	0	0	0	0.0431685	0.5794123
0	0	0	0	0	0	0.02667791	-0.01942028
0	0	0	0	0	0	-0.00891644	-0.2922469
0	0	0	0	0	0	0.02708798	0.202474
0	0	0	0	0	0	0.0004638672	0.2932617
0	0	0	0	0	0	0.05396569	-0.2042077
0	0	0	0	0	0	0.02550688	-0.1186291
0	0	0	0	0	0	-0.0715332	0.01542525
0	0	0	0	0	0	-0.1024947	-0.3496538
0	0	0	0	0	0	-0.09359464	-0.10629
0	0	0	0	0	0	0.05171131	0.3960193
0	0	0	0	0	0	0.008300781	0.3312407
0	0	0	0	0	0	0.07705078	-0.3344727
0	0	0	0	0	0	0.04785156	0.3694254
0	0	0	0	0	0	0.1092122	0.6191203
0	0	0	0	0	0	0.0870839	0.09375
0	0	0	0	0	0	0.03303329	-0.2002165
0	0	0	0	0	0	0.01231318	0.1980723
0	0	0	0	0	0	0.04207357	0.3424479
0	0	0	0	0	0	0.02137823	-0.11723
0	0	0	0	0	0	-0.01666525	0.0150518
0	0	0	0	0	0	0.01792399	0.3690186
0	0	0	0	0	0	0.0006385216	0.1316669
0	0	0	0	0	0	0.002909343	-0.09596761
0	0	0	0	0	0	0.03395589	0.1025187
0	0	0	0	0	0	0.02060547	0.1663672
0	0	0	0	0	0	0.0009390024	-0.05451848
0	0	0	0	0	0	-0.02101732	-0.111498
0	0	0	0	0	0	-0.01299253	0.090884
0	0	0	0	0	0	0.002478966	0.08404072
0	0	0	0	0	0	0.0368042	-0.08579508
0	0	0	0	0	0	-0.05641683	0.02360026
0	0	0	0	0	0	0.01189453	0.08054688
0	0	0	0	0	0	0.03796875	-0.05113281
0	0	0	0	0	0	-0.003870081	0.03625941
0	0	0	0	0	0	0.0146875	0.01507812
0	0	0	0	0	0	-0.005208333	0.01209852
0	0	0	0	0	0	-0.003568209	-0.02918419
0	0	0	0	0	0	0.01287616	0.09602865
0	0	0	0	0	0	0.008215862	0.0407821
0	0	0	0	0	0	0.03287761	-0.07877604
0	0	0	0	0	0	-0.001539964	0.09211613
0	0	0	0	0	0	-0.0242513	0.005818685
0	0	0	0	0	0	0.002890625	-0.07761719
0	0	0	0	0	0	-0.0226237	0.04697673
0	0	0	0	0	0	0.008391203	0.02021846
0	0	0	0	0	0	0.04254416	0.01575238
0	0	0	0	0	0	-0.00828125	-0.02712891
0	0	0	0	0	0	-0.01588792	0.02689303
0	0	0	0	0	0	-0.005117187	-0.01050781
0	0	0	0	0	0	0.0472506	-0.1537147
0	0	0	0	0	0	0.0009358724	0.1220703
0	0	0	0	0	0	0.2003581	0.4527588
0	0	0	0	0	0	-0.1544364	-1.086373
0	0	0	0	0	0	-0.1207682	-1.183666
0	0	0	0	0	0	-0.06298828	0.2862026
0	0	0	0	0	0	-0.02526855	0.7908447
0	0	0	0	0	0	0.1043701	-0.01239014
0	0	0	0	0	0	-0.01145426	-0.07663981
0	0	0	0	0	0	0.1596014	0.8089933
0	0	0	0	0	0	0.07808254	0.672151
0	0	0	0	0	0	-0.06152344	-0.9488431
0	0	0	0	0	0	-0.001171875	-0.2559961
0	0	0	0	0	0	-0.00445822	0.6209027
0	0	0	0	0	0	0.03076172	-0.01000977
0	0	0	0	0	0	0.00383113	-0.6357046
0	0	0	0	0	0	-0.01817738	0.2722168
0	0	0	0	0	0	0.05273438	0.4273571
0	0	0	0	0	0	-0.005187988	-0.3631999
0	0	0	0	0	0	0.02260045	-0.06785365
0	0	0	0	0	0	-0.02119954	0.3421834
0	0	0	0	0	0	-0.008585612	-0.1322835
0	0	0	0	0	0	-0.05209749	-0.285963
0	0	0	0	0	0	0.04101563	0.218811
0	0	0	0	0	0	-0.008626302	0.1347453
0	0	0	0	0	0	-0.04148268	-0.2565812
0	0	0	0	0	0	0.06424967	0.02044678
0	0	0	0	0	0	0.4265747	0.5518799
0	0	0	0	0	0	0.3578404	0.08703613
0	0	0	0	0	0	0.1706814	-0.05743634
0	0	0	0	0	0	0.2353891	0.1213754
0	0	0	0	0	0	-0.07930361	0.1252357
0	0	0	0	0	0	0.0492659	-0.1710331
0	0	0	0	0	0	-0.1128772	-0.164635
0	0	0	0	0	0	-0.1035854	-0.01893834
0	0	0	0	0	0	-0.07722355	0.01924955
0	0	0	0	0	0	-0.003291377	-0.04785156
0	0	0	0	0	0	-0.0219029	0.07332938
0	0	0	0	0	0	0.05303486	0.3384916
0	0	0	0	0	0	0.04903739	0.2221505
0	0	0	0	0	0	0.01269531	0.2940463
0	0	0	0	0	0	0.3848354	0.5016392
0	0	0	0	0	0	0.03896485	0.609082
0	0	0	0	0	0	-0.02978516	-0.6559245
0	0	0	0	0	0	0.02047526	-0.4490234
0	0	0	0	0	0	-0.1373047	0.3272136
0	0	0	0	0	0	0.09003906	0.08271484
0	0	0	0	0	0	-0.05198568	-0.559961
0	0	0	0	0	0	0.04148582	-0.05745443
0	0	0	0	0	0	-0.02591146	0.3015299
0	0	0	0	0	0	-0.07760184	-0.2850167
0	0	0	0	0	0	-0.08646066	-0.3700823
0	0	0	0	0	0	-0.02361834	0.08147063
0	0	0	0	0	0	-0.01429967	0.114903
0	0	0	0	0	0	-0.05808738	-0.209111
0	0	0	0	0	0	0.05144392	-0.08537947
0	0	0	0	0	0	-0.01216947	0.1176194
0	0	0	0	0	0	-0.007957176	0.02589699
0	0	0	0	0	0	0.0154372	-0.1426532
0	0	0	0	0	0	0.04066685	0.05217634
0	0	0	0	0	0	0.009416853	-0.01633998
0	0	0	0	0	0	0.01754056	-0.0985577
0	0	0	0	0	0	0.03653691	-0.0007071659
0	0	0	0	0	0	0.02396066	-0.0219029
0	0	0	0	0	0	0.001985677	-0.08092448
0	0	0	0	0	0	0.03070747	0.3039641
0	0	0	0	0	0	0.02582031	0.5123438
0	0	0	0	0	0	-0.01439525	-0.05466941
0	0	0	0	0	0	0.07095232	0.1092403
0	0	0	0	0	0	-0.09953962	0.4763707
0	0	0	0	0	0	-0.0148112	-0.3941406
0	0	0	0	0	0	-0.1435872	-1.007585
0	0	0	0	0	0	-0.2612473	-0.9067551
0	0	0	0	0	0	-0.3962933	-2.894107
0	0	0	0	0	0	-0.4286328	-6.123008
0	0	0	0	0	0	-0.8467122	-10.07025
0	0	0	0	0	0	0.04579742	-13.23082
0	0	0	0	0	0	0.03816106	-13.57533
0	0	0	0	0	0	-0.3940249	-11.83084
0	0	0	0	0	0	-0.2783877	-4.238433
0	0	0	0	0	0	0.6829177	8.022498
0	0	0	0	0	0	0.8447602	22.2924
0	0	0	0	0	0	2.369108	22.60296
0	0	0	0	0	0	1.239123	7.721949
0	0	0	0	0	0	-4.02696	-15.95435
0	0	0	0	0	0	-1.761306	-26.17694
0	0	0	0	0	0	-1.826596	-19.52983
0	0	0	0	0	0	-1.458044	-13.34968
0	0	0	0	0	0	-0.128697	-8.786133
0	0	0	0	0	0	-0.1484038	-3.057584
0	0	0	0	0	0	-0.0167714	5.480999
0	0	0	0	0	0	0.4580811	13.54153
0	0	0	0	0	0	0.9504647	17.68696
0	0	0	0	0	0	0.8848667	15.68737
0	0	0	0	0	0	0.8142903	7.038249
0	0	0	0	0	0	-1.327822	-7.133183
0	0	0	0	0	0	-1.231445	-13.80463
0	0	0	0	0	0	-0.5668403	-12.0092
0	0	0	0	0	0	-0.5342172	-8.552641
0	0	0	0	0	0	0.06409505	-4.483236
0	0	0	0	0	0	0.5200893	3.494036
0	0	0	0	0	0	0.8648275	12.85577
0	0	0	0	0	0	0.8514615	15.38298
0	0	0	0	0	0	1.036234	9.496565
0	0	0	0	0	0	-0.2866536	-0.5617188
0	0	0	0	0	0	-0.5257487	-4.074903
0	0	0	0	0	0	-0.1154948	1.702311
0	0	0	0	0	0	-0.1690755	5.802572
0	0	0	0	0	0	0.3825521	4.478678
0	0	0	0	0	0	-0.005891927	-0.3652344
0	0	0	0	0	0	-0.132194	-1.487337
0	0	0	0	0	0	-0.3098633	0.4265625
0	0	0	0	0	0	0.202181	2.236654
0	0	0	0	0	0	0.004329427	0.6808919
0	0	0	0	0	0	0.01743862	-0.1285575
0	0	0	0	0	0	0.1082682	0.01946614
0	0	0	0	0	0	-0.1363607	0.9709635
0	0	0	0	0	0	-0.05201823	-0.1319336
0	0	0	0	0	0	-0.1064779	-0.7555664
0	0	0	0	0	0	0.4144531	0.7726563
0	0	0	0	0	0	0.04453125	1.089616
0	0	0	0	0	0	-0.1391602	-0.1143555
0	0	0	0	0	0	-0.1008464	-0.5322591
0	0	0	0	0	0	-0.1651476	0.1754015
0	0	0	0	0	0	0.01845366	-0.1678004
0	0	0	0	0	0	0.09401042	0.1412109
0	0	0	0	0	0	0.1419922	0.1060872
0	0	0	0	0	0	-0.04964193	-0.4331706
0	0	0	0	0	0	0.02604167	-0.2440755
0	0	0	0	0	0	-0.1075566	0.2142039
0	0	0	0	0	0	0.002148438	0.1322591
0	0	0	0	0	0	0.0335612	-0.2407878
0	0	0	0	0	0	0.02154948	-0.08795573
0	0	0	0	0	0	0.1750651	0.2098307
0	0	0	0	0	0	0.8149089	0.7954427
0	0	0	0	0	0	0.5495117	0.1527995
0	0	0	0	0	0	-0.7250326	-0.3218425
0	0	0	0	0	0	-0.676595	-1.016602
0	0	0	0	0	0	-0.2320964	-0.07607422
0	0	0	0	0	0	0.3219727	0.5083008
0	0	0	0	0	0	-0.3390299	-0.06305338
0	0	0	0	0	0	0.2033203	-0.6730469
0	0	0	0	0	0	-0.06666667	0.4152018
0	0	0	0	0	0	0.04772135	0.7417318
0	0	0	0	0	0	0.06402995	0.02464193
0	0	0	0	0	0	0.2427083	-0.01647135
0	0	0	0	0	0	-0.1775997	0.4349407
0	0	0	0	0	0	-0.02875434	0.1455078
0	0	0	0	0	0	-0.01928711	-0.1254534
0	0	0	0	0	0	-0.07848307	-0.2436523
0	0	0	0	0	0	0.02972005	0.08964844
0	0	0	0	0	0	-0.1270182	0.3928385
0	0	0	0	0	0	0.2499674	0.3896159
0	0	0	0	0	0	-0.02242839	0.1310547
0	0	0	0	0	0	0.02135417	-0.04674479
0	0	0	0	0	0	-0.02304688	0.03251953
0	0	0	0	0	0	-0.01289736	0.1017645
0	0	0	0	0	0	0.04929957	0.05899784
0	0	0	0	0	0	-0.0226237	-0.08883464
0	0	0	0	0	0	-0.005013021	-0.1416016
0	0	0	0	0	0	-0.07677802	-0.06327452
0	0	0	0	0	0	0.08945312	-0.1762695
0	0	0	0	0	0	-0.05963542	0.03222656
0	0	0	0	0	0	-0.08011068	-0.04309896
0	0	0	0	0	0	0.0304362	-0.1844075
